#
# unknown PARAMETER 
#
#
# M e s s w e r t t a b e l l e  der Reihen:
#
# 60_TV_AV(168) / 60_EN_AV(168) [459,459] Werte
# 52_TV_AV(168) / 52_EN_AV(168) [459,459] Werte
# 88_TV_AV(168) / 88_EN_AV(168) [459,459] Werte
# 109_TV_AV(168) / 109_EN_AV(168) [459,459] Werte
# 122_TV_AV(168) / 122_EN_AV(168) [459,459] Werte
# 166_TV_AV(168) / 166_EN_AV(168) [459,459] Werte
# 222_TV_AV(168) / 222_EN_AV(168) [459,459] Werte
#
#
X	Y	X	Y	Y	Y	Y	Y	Y	
0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
1,0000	0,0000	1,0000	0,0000	1,0000	0,0000	1,0000	0,0000	1,0000	0,0000	1,0000	0,0000	1,0000	0,0000	
2,0000	0,0000	2,0000	0,0000	2,0000	0,0000	2,0000	0,0000	2,0000	0,0000	2,0000	0,0000	2,0000	0,0000	
3,0000	0,0000	3,0000	0,0000	3,0000	0,0000	3,0000	0,0000	3,0000	0,0000	3,0000	0,0000	3,0000	0,0000	
4,0000	0,0000	4,0000	0,0000	4,0000	0,0000	4,0000	0,0000	4,0000	0,0000	4,0000	0,0000	4,0000	0,0000	
5,0000	0,0000	5,0000	0,0000	5,0000	0,0000	5,0000	0,0000	5,0000	0,0000	5,0000	0,0000	5,0000	0,0000	
6,0000	0,0000	6,0000	0,0000	6,0000	0,0000	6,0000	0,0000	6,0000	0,0000	6,0000	0,0000	6,0000	0,0000	
7,0000	0,0000	7,0000	0,0000	7,0000	0,0000	7,0000	0,0000	7,0000	0,0000	7,0000	0,0000	7,0000	0,0000	
8,0000	0,0000	8,0000	0,0000	8,0000	0,0000	8,0000	0,0000	8,0000	0,0000	8,0000	0,0000	8,0000	0,0000	
9,0000	0,0000	9,0000	0,0000	9,0000	0,0000	9,0000	0,0000	9,0000	0,0000	9,0000	0,0000	9,0000	0,0000	
10,0000	0,0000	10,0000	0,0000	10,0000	0,0000	10,0000	0,0000	10,0000	0,0000	10,0000	0,0000	10,0000	0,0000	
11,0000	0,0000	11,0000	0,0000	11,0000	0,0000	11,0000	0,0000	11,0000	0,0000	11,0000	0,0000	11,0000	0,0000	
